package_date,short_name,bc_id,ncit_code,parent_bc_id,bc_categories,synonyms,result_scales,definition,system,system_name,code,dec_id,ncit_dec_code,dec_label,data_type,example_set
2025-07-01,ADAS-Cog CDISC Version Functional Test Question,C100106,C100106,C211913,QRS;ADAS-Cog CDISC Version Functional Test Question,ADAS-Cog CDISC Version Functional Test Question,,A question associated with the ADAS-Cog CDISC version functional test.,,,,,,,,
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C91106,C91106,Clinical or Research Assessment Answer,decimal,0;0.33;0.67;1;1.33;1.67;2;2.33;2.67;3;3.33;3.67;4;4.33;4.67;5;5.33;5.67;6;6.33;6.67;7;7.33;7.67;8;8.33;8.67;9;9.33;9.67;10
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C25372,C25372,Category,string,ADAS-COG
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C41202,C41202,Completion Status,string,Not Done
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C82556,C82556,Not-Done Reason,string,Participant refused;Participant unable for physical reasons;Participant unable for cognitive reasons;Not done for reasons other than physical/cognitive
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C51824,C51824,Evaluator,string,Investigator;Neurologist
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C82515,C82515,Collection Date Time,datetime,
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C46126,C46126,Ordinal Position,decimal,0;0.33;0.67;1;1.33;1.67;2;2.33;2.67;3;3.33;3.67;4;4.33;4.67;5;5.33;5.67;6;6.33;6.67;7;7.33;7.67;8;8.33;8.67;9;9.33;9.67;10
2025-07-01,CDISC ADAS-Cog - Word Recall Average Score,C100177,C100177,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRL;Word Recall;CDISC ADAS-Cog - Word Recall Average Score,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recall task word average score of trials 1, 2, 3.",,,,C25692,C25692,Subcategory,string,WORD RECALL TASK
2025-07-01,CDISC ADAS-Cog - Word Recall Trial 1 Subscore,C100178,C100178,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRLT01;Word Recall Trial 1;CDISC ADAS-Cog - Word Recall Trial 1 Subscore,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Sub-score for word recall task trial 1.,,,,C51824,C51824,Evaluator,string,Investigator;Neurologist
2025-07-01,CDISC ADAS-Cog - Word Recall Trial 1 Subscore,C100178,C100178,C100106,QRS;ADAS-Cog;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version),ADCRLT01;Word Recall Trial 1;CDISC ADAS-Cog - Word Recall Trial 1 Subscore,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Sub-score for word recall task trial 1.,,,,C82556,C82556,Not-Done Reason,string,Participant refused;Participant unable for physical reasons;Participant unable for cognitive reasons;Not done for reasons other than physical/cognitive
