package_date,short_name,bc_id,ncit_code,parent_bc_id,bc_categories,synonyms,result_scales,definition,system,system_name,code,dec_id,ncit_dec_code,dec_label,data_type,example_set
2025-09-23,6MWT - Distance at 6 Minutes,C115805,C115805,C115409,QRS;Functional Tests;6MWT;6 Minute Walk Functional Test;Six Minute Walk,SIXMW106;SIXMW1-Distance at 6 Minutes,Quantitative,6 Minute Walk Test (6MWT) Distance at 6 minutes.,http://loinc.org/,LOINC,64098-7,C93300,C93300,Assistive Device,string,cane
2025-09-23,6MWT - Distance at 6 Minutes,C115805,C115805,C115409,QRS;Functional Tests;6MWT;6 Minute Walk Functional Test;Six Minute Walk,SIXMW106;SIXMW1-Distance at 6 Minutes,Quantitative,6 Minute Walk Test (6MWT) Distance at 6 minutes.,http://loinc.org/,LOINC,64098-7,C82515,C82515,Collection Date Time,datetime,
2025-09-23,6MWT - Distance at 6 Minutes,C115805,C115805,C115409,QRS;Functional Tests;6MWT;6 Minute Walk Functional Test;Six Minute Walk,SIXMW106;SIXMW1-Distance at 6 Minutes,Quantitative,6 Minute Walk Test (6MWT) Distance at 6 minutes.,http://loinc.org/,LOINC,64098-7,C42578,C42578,Unit of Length,string,meter
2025-09-23,6MWT - Distance at 6 Minutes,C115805,C115805,C115409,QRS;Functional Tests;6MWT;6 Minute Walk Functional Test;Six Minute Walk,SIXMW106;SIXMW1-Distance at 6 Minutes,Quantitative,6 Minute Walk Test (6MWT) Distance at 6 minutes.,http://loinc.org/,LOINC,64098-7,C25372,C25372,Category,string,SIX MINUTE WALK
2025-09-23,6MWT - Distance at 6 Minutes,C115805,C115805,C115409,QRS;Functional Tests;6MWT;6 Minute Walk Functional Test;Six Minute Walk,SIXMW106;SIXMW1-Distance at 6 Minutes,Quantitative,6 Minute Walk Test (6MWT) Distance at 6 minutes.,http://loinc.org/,LOINC,64098-7,C91106,C91106,Clinical or Research Assessment Answer,integer,
2025-09-23,APACHE II - Total APACHE II Score,C121113,C121113,C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,http://loinc.org/,LOINC,9264-3,C25372,C25372,Category,string,APACHE II
2025-09-23,APACHE II - Total APACHE II Score,C121113,C121113,C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,http://loinc.org/,LOINC,9264-3,C91106,C91106,Clinical or Research Assessment Answer,integer,
2025-09-23,APACHE II - Total APACHE II Score,C121113,C121113,C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,http://loinc.org/,LOINC,9264-3,C82515,C82515,Collection Date Time,datetime,
2025-09-23,APACHE II - Total APACHE II Score,C121113,C121113,C120994,QRS;APACHE II;Acute Physiology and Chronic Health Evaluation II Clinical Classification,APCH1-Total APACHE II Score;APCH116,Ordinal,Acute Physiology and Chronic Health Evaluation II (APACHE II) Total APACHE II score.,http://loinc.org/,LOINC,9264-3,C46126,C46126,Ordinal Position,integer,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
2025-09-23,Allergen-induced Antibody Measurement,C182150,C182150,,Allergen-induced Antibody Measurement,,,"The determination of the allergen-induced, binding antibody in a biospecimen.",,,,,,,,
2025-09-23,Allergen-induced IgA Antibody Measurement,C187776,C187776,C182150,Laboratory Tests;Immunogenicity Specimen Assessments;Immunoglobulin A Measurements;Allergen-induced Antibody Measurements,ARIGAAB;Allergen-induced IgA Antibody,Quantitative;Ordinal,The determination of the amount of allergen-induced IgA antibody in a sample.,,,,C70713,C70713,Biospecimen Type,string,Serum;Plasma;Blood;Saliva;Urine;Cerebrospinal Fluid
